Date,Revenue,Orders,Expenses
2023-07-21,33746,407,18987
2023-07-22,27350,427,3924
2023-07-23,46605,221,22546
2023-07-24,5117,74,15270
2023-07-25,23935,442,21953
2023-07-26,18234,152,38583
2023-07-27,43328,285,26356
2023-07-28,5846,459,7578
2023-07-29,15954,598,7462
2023-07-30,18703,381,3888
2023-07-31,27700,581,25332
2023-08-01,37043,78,22862
2023-08-02,11469,592,22973
2023-08-03,35105,68,4723
2023-08-04,47101,197,26410
2023-08-05,31386,520,11602
2023-08-06,41976,540,21614
2023-08-07,44051,332,21444
2023-08-08,7048,162,5613
2023-08-09,44001,504,26082
2023-08-10,17941,379,18980
2023-08-11,47533,304,3677
2023-08-12,6828,448,14102
2023-08-13,6917,557,6004
2023-08-14,25618,515,11986
2023-08-15,37254,456,36496
2023-08-16,44756,147,29269
2023-08-17,25128,339,17173
2023-08-18,5009,205,24118
2023-08-19,21644,211,35958
2023-08-20,27422,146,17089
2023-08-21,14865,426,23250
2023-08-22,7219,499,29065
2023-08-23,44809,166,16690
2023-08-24,10287,555,16740
2023-08-25,39387,238,7045
2023-08-26,13512,525,8624
2023-08-27,6342,372,23542
2023-08-28,48336,229,23495
2023-08-29,24216,230,12033
2023-08-30,32534,336,24604
2023-08-31,19231,524,23442
2023-09-01,37293,311,6247
2023-09-02,31614,572,28474
2023-09-03,41258,211,8586
2023-09-04,33253,536,10940
2023-09-05,47078,230,21606
2023-09-06,45752,518,37282
2023-09-07,22988,70,5883
2023-09-08,36037,324,39594
2023-09-09,17219,309,33495
2023-09-10,5235,382,15567
2023-09-11,47929,515,7339
2023-09-12,6908,165,36442
2023-09-13,13567,462,25673
2023-09-14,41298,586,18426
2023-09-15,10256,306,19486
2023-09-16,24019,217,13549
2023-09-17,13162,582,6993
2023-09-18,10415,64,15219
2023-09-19,41159,99,6708
2023-09-20,48925,353,31788
2023-09-21,10951,536,4495
2023-09-22,26852,465,32434
2023-09-23,13007,354,39160
2023-09-24,46832,245,10537
2023-09-25,35523,437,38553
2023-09-26,28325,504,25203
2023-09-27,26204,359,8588
2023-09-28,20524,176,31308
2023-09-29,24282,224,18211
2023-09-30,28930,183,6525
2023-10-01,5077,115,22901
2023-10-02,45345,442,7777
2023-10-03,25611,414,7189
2023-10-04,21984,328,26317
2023-10-05,19060,412,34501
2023-10-06,22449,220,21297
2023-10-07,23520,100,13649
2023-10-08,48303,377,26719
2023-10-09,14510,194,4150
2023-10-10,34287,323,17301
2023-10-11,33173,204,31434
2023-10-12,44711,557,39905
2023-10-13,16954,412,23520
2023-10-14,12804,374,4510
2023-10-15,11565,347,31546
2023-10-16,10984,543,16982
2023-10-17,26526,595,6915
2023-10-18,42438,353,17734
2023-10-19,23574,516,25709
2023-10-20,14184,288,22636
2023-10-21,24096,566,35684
2023-10-22,7192,225,13957
2023-10-23,39016,459,39706
2023-10-24,16246,413,36841
2023-10-25,23381,72,37960
2023-10-26,41455,367,34828
2023-10-27,31727,574,31129
2023-10-28,9018,325,11298
2023-10-29,16302,278,9480
2023-10-30,6970,157,30544
2023-10-31,46157,225,5857
2023-11-01,32202,369,7349
2023-11-02,36110,335,4428
2023-11-03,22586,378,26163
2023-11-04,29519,405,30677
2023-11-05,36273,63,33904
2023-11-06,26951,324,18718
2023-11-07,20374,120,17809
2023-11-08,10788,244,16272
2023-11-09,10408,572,14828
2023-11-10,30053,155,10856
2023-11-11,14446,245,14223
2023-11-12,5922,194,38689
2023-11-13,38187,399,11166
2023-11-14,15789,473,15637
2023-11-15,37184,520,3878
2023-11-16,6120,265,13704
2023-11-17,49028,142,11502
2023-11-18,37154,309,18266
2023-11-19,22334,590,37089
2023-11-20,7336,334,23759
2023-11-21,43141,533,18046
2023-11-22,7243,421,28270
2023-11-23,24029,119,13806
2023-11-24,37265,428,38892
2023-11-25,42380,328,32512
2023-11-26,48872,351,8099
2023-11-27,28710,304,33311
2023-11-28,34486,313,11552
2023-11-29,11371,473,14627
2023-11-30,11359,262,28309
2023-12-01,45631,149,4350
2023-12-02,40996,161,15276
2023-12-03,25103,357,14739
2023-12-04,19382,524,24302
2023-12-05,23755,597,15384
2023-12-06,40659,161,36094
2023-12-07,8756,136,5120
2023-12-08,25609,232,3993
2023-12-09,21478,214,24759
2023-12-10,40442,139,21150
2023-12-11,44666,504,28756
2023-12-12,15147,287,38549
2023-12-13,38561,583,38673
2023-12-14,39884,107,11290
2023-12-15,10779,591,19627
2023-12-16,17298,451,10938
2023-12-17,19153,568,5709
2023-12-18,48879,246,30629
2023-12-19,15789,95,27085
2023-12-20,49165,579,33832
2023-12-21,17999,446,26472
2023-12-22,5814,123,23762
2023-12-23,15541,465,12507
2023-12-24,29938,384,12578
2023-12-25,7443,345,9711
2023-12-26,15457,133,18979
2023-12-27,15380,64,18049
2023-12-28,12783,183,27997
2023-12-29,49241,527,18833
2023-12-30,22368,368,23185
2023-12-31,20328,441,24746
2024-01-01,31215,528,24857
2024-01-02,38595,417,12603
2024-01-03,32306,416,14441
2024-01-04,24915,337,7570
2024-01-05,44915,427,35316
2024-01-06,42219,512,21467
2024-01-07,20343,62,15845
2024-01-08,43727,585,29943
2024-01-09,5126,217,7833
2024-01-10,32632,319,6340
2024-01-11,46563,119,15312
2024-01-12,49409,367,39612
2024-01-13,25530,425,3639
2024-01-14,44964,138,18211
2024-01-15,49327,306,16496
2024-01-16,8368,266,31845
2024-01-17,8797,499,33089
2024-01-18,18718,593,32672
2024-01-19,39560,190,18945
2024-01-20,16053,210,20702
2024-01-21,27116,81,11719
2024-01-22,41244,201,39027
2024-01-23,41185,309,39251
2024-01-24,6645,328,22403
2024-01-25,24256,334,29809
2024-01-26,40840,591,28150
2024-01-27,39622,197,13226
2024-01-28,42430,116,37202
2024-01-29,44282,328,11729
2024-01-30,7708,492,26938
2024-01-31,16694,448,12766
2024-02-01,14524,177,11384
2024-02-02,36880,386,28762
2024-02-03,44224,531,31724
2024-02-04,41980,235,28050
2024-02-05,37409,218,23653
2024-02-06,18224,309,16507
2024-02-07,45738,556,10378
2024-02-08,30150,570,38205
2024-02-09,39393,520,14571
2024-02-10,48082,210,33190
2024-02-11,12973,338,26580
2024-02-12,13577,389,39522
2024-02-13,13070,551,9265
2024-02-14,13666,155,9741
2024-02-15,41368,524,4837
2024-02-16,11783,512,20409
2024-02-17,46914,532,20042
2024-02-18,9971,202,20061
2024-02-19,18490,198,31986
2024-02-20,6990,237,23205
2024-02-21,10299,180,38143
2024-02-22,24956,501,9859
2024-02-23,27359,565,37356
2024-02-24,42148,540,23965
2024-02-25,33734,525,15854
2024-02-26,9757,312,36013
2024-02-27,24097,587,34654
2024-02-28,15395,508,26054
2024-02-29,21241,585,11192
2024-03-01,43356,344,5184
2024-03-02,32696,484,39019
2024-03-03,9944,324,19281
2024-03-04,24816,357,8863
2024-03-05,42011,425,12702
2024-03-06,29917,207,39539
2024-03-07,36195,253,16536
2024-03-08,26566,124,19077
2024-03-09,14916,429,28273
2024-03-10,25806,353,34052
2024-03-11,14984,111,5419
2024-03-12,6759,157,16518
2024-03-13,46949,236,10396
2024-03-14,31838,278,22012
2024-03-15,7482,97,14981
2024-03-16,29442,317,36453
2024-03-17,38719,303,5756
2024-03-18,32965,136,8023
2024-03-19,7079,230,29418
2024-03-20,7717,74,24219
2024-03-21,32952,437,21356
2024-03-22,25908,271,20094
2024-03-23,47460,446,8646
2024-03-24,29861,560,14991
2024-03-25,12311,489,21978
2024-03-26,33071,224,20476
2024-03-27,28570,360,38723
2024-03-28,23449,323,27787
2024-03-29,38536,84,29157
2024-03-30,43258,266,12635
2024-03-31,33865,457,17932
2024-04-01,11645,568,39911
2024-04-02,43000,318,38765
2024-04-03,31737,524,12946
2024-04-04,16485,374,22363
2024-04-05,43565,405,17387
2024-04-06,30522,139,6605
2024-04-07,17342,91,12152
2024-04-08,45806,414,35898
2024-04-09,18087,251,38415
2024-04-10,42641,415,33343
2024-04-11,39249,337,34848
2024-04-12,15093,530,6729
2024-04-13,21438,550,34455
2024-04-14,45411,101,32812
2024-04-15,31399,152,4024
2024-04-16,24846,410,29228
2024-04-17,20708,473,19921
2024-04-18,49039,254,35179
2024-04-19,15998,63,35037
2024-04-20,35678,519,36275
2024-04-21,15682,515,39692
2024-04-22,13519,353,11872
2024-04-23,36480,476,28335
2024-04-24,24694,159,23607
2024-04-25,8300,564,37961
2024-04-26,11722,117,27466
2024-04-27,44986,295,18762
2024-04-28,29160,438,21930
2024-04-29,25059,357,7655
2024-04-30,40822,401,8019
2024-05-01,18575,115,39342
2024-05-02,12970,509,22664
2024-05-03,39911,396,19924
2024-05-04,26591,374,25546
2024-05-05,36821,82,17830
2024-05-06,14503,117,15642
2024-05-07,23922,236,26086
2024-05-08,17175,241,33462
2024-05-09,46124,262,35076
2024-05-10,26389,477,25203
2024-05-11,5822,400,30856
2024-05-12,22327,157,12486
2024-05-13,11150,289,35158
2024-05-14,9425,265,17681
2024-05-15,21032,226,14701
2024-05-16,7198,379,18372
2024-05-17,25079,499,29611
2024-05-18,41220,496,8523
2024-05-19,46874,586,23233
2024-05-20,18859,228,27955
2024-05-21,36419,444,6763
2024-05-22,13705,194,22442
2024-05-23,47880,247,28882
2024-05-24,28236,133,5465
2024-05-25,27419,134,7451
2024-05-26,24978,506,19061
2024-05-27,42609,525,3015
2024-05-28,20358,302,7410
2024-05-29,39177,121,21964
2024-05-30,34378,272,8135
2024-05-31,42334,325,10948
2024-06-01,16382,295,7789
2024-06-02,19596,390,11602
2024-06-03,38572,520,10232
2024-06-04,18221,503,7835
2024-06-05,6279,56,29066
2024-06-06,12083,237,31381
2024-06-07,48861,53,39111
2024-06-08,22771,174,13769
2024-06-09,34975,64,19656
2024-06-10,24063,574,3819
2024-06-11,7106,289,38383
2024-06-12,29557,409,16148
2024-06-13,25607,567,9069
2024-06-14,42599,369,8640
2024-06-15,33529,280,39752
2024-06-16,40954,79,24274
2024-06-17,32856,583,10701
2024-06-18,7573,205,22365
2024-06-19,17808,448,6039
2024-06-20,40367,395,34915
2024-06-21,41801,244,5487
2024-06-22,46196,217,37126
2024-06-23,39072,426,30058
2024-06-24,28752,538,31108
2024-06-25,22685,411,11499
2024-06-26,46401,531,9131
2024-06-27,16372,293,38934
2024-06-28,13996,220,27984
2024-06-29,21458,562,3825
2024-06-30,36889,455,4191
2024-07-01,31665,256,17707
2024-07-02,43243,203,31769
2024-07-03,36653,97,9813
2024-07-04,31657,50,29350
2024-07-05,44952,456,25025
2024-07-06,27180,156,31992
2024-07-07,36896,222,19917
2024-07-08,17875,555,25894
2024-07-09,6622,179,36975
2024-07-10,45809,447,27992
2024-07-11,21725,343,4237
2024-07-12,45760,496,7943
2024-07-13,20646,65,29519
2024-07-14,22029,398,29756
2024-07-15,34402,252,24220
2024-07-16,9263,183,31694
2024-07-17,35987,575,31250
2024-07-18,13646,557,16942
2024-07-19,32529,115,36227
2024-07-20,16664,529,15769
2024-07-21,40737,508,19503
2024-07-22,40796,391,13447
2024-07-23,29027,208,11509
2024-07-24,34373,210,25865
2024-07-25,41397,303,19134
2024-07-26,25609,576,19201
2024-07-27,40835,598,21936
2024-07-28,43709,204,16258
2024-07-29,24250,535,24762
2024-07-30,26172,481,6228
2024-07-31,16555,76,6410
2024-08-01,26874,61,3408
2024-08-02,18081,116,8773
2024-08-03,29063,591,39765
2024-08-04,11819,145,12179
2024-08-05,30712,264,8617
2024-08-06,29762,243,5701
2024-08-07,16046,339,6907
2024-08-08,36463,593,16841
2024-08-09,33769,88,28330
2024-08-10,28150,255,16407
2024-08-11,7711,533,35199
2024-08-12,9853,386,29286
2024-08-13,34077,545,22859
2024-08-14,28863,298,9816
2024-08-15,26792,123,19548
2024-08-16,45483,422,29831
2024-08-17,13942,187,20368
2024-08-18,6762,506,22045
2024-08-19,36987,493,36385
2024-08-20,20850,402,15105
2024-08-21,17112,460,27644
2024-08-22,29058,587,8639
2024-08-23,43890,502,33330
2024-08-24,5481,468,14616
2024-08-25,37921,499,23580
2024-08-26,45385,164,35768
2024-08-27,6524,100,29974
2024-08-28,39888,418,33550
2024-08-29,20048,564,27761
2024-08-30,40111,259,13701
2024-08-31,42904,484,23822
2024-09-01,39008,276,17970
2024-09-02,5060,317,24192
2024-09-03,14130,165,38847
2024-09-04,23023,409,26103
2024-09-05,18350,378,31857
2024-09-06,29354,89,20311
2024-09-07,33145,231,24443
2024-09-08,39020,539,19944
2024-09-09,25587,258,36957
2024-09-10,46131,322,17974
2024-09-11,14650,168,38136
2024-09-12,24933,431,29314
2024-09-13,25581,585,32852
2024-09-14,28393,307,7953
2024-09-15,28051,532,27282
2024-09-16,31212,558,14237
2024-09-17,9090,141,31448
2024-09-18,11960,210,34771
2024-09-19,40772,198,5588
2024-09-20,26520,166,17815
2024-09-21,41408,507,9356
2024-09-22,33470,94,23069
2024-09-23,25491,283,17695
2024-09-24,6341,424,23783
2024-09-25,49623,596,4403
2024-09-26,29791,246,31327
2024-09-27,5338,74,5285
2024-09-28,10895,444,11862
2024-09-29,17254,85,4728
2024-09-30,16344,523,14430
2024-10-01,6750,272,37017
2024-10-02,7421,579,36646
2024-10-03,44887,237,31922
2024-10-04,10319,451,14543
2024-10-05,20896,306,29563
2024-10-06,16918,185,28553
2024-10-07,30064,493,10578
2024-10-08,32935,467,24263
2024-10-09,42641,341,13668
2024-10-10,34711,178,19922
2024-10-11,9806,390,15232
2024-10-12,46360,306,12092
2024-10-13,17182,149,37234
2024-10-14,27297,88,21117
2024-10-15,24541,312,36258
2024-10-16,33921,199,34190
2024-10-17,21774,379,26095
2024-10-18,49813,169,21302
2024-10-19,42198,268,13226
2024-10-20,13820,172,13903
2024-10-21,29070,293,25409
2024-10-22,9232,567,17885
2024-10-23,16122,70,9099
2024-10-24,20023,239,29076
2024-10-25,13007,274,12726
2024-10-26,22905,515,12540
2024-10-27,46786,148,11102
2024-10-28,34398,412,15754
2024-10-29,39268,132,39612
2024-10-30,11737,105,36363
2024-10-31,41062,71,11330
2024-11-01,30510,234,3241
2024-11-02,24426,571,21747
2024-11-03,42265,313,3134
2024-11-04,22850,274,30835
2024-11-05,5614,87,23145
2024-11-06,26776,172,38394
2024-11-07,29077,205,34119
2024-11-08,14374,350,34093
2024-11-09,40435,116,10179
2024-11-10,35907,443,37278
2024-11-11,18409,454,22180
2024-11-12,21514,498,9907
2024-11-13,34866,180,7406
2024-11-14,7983,118,33003
2024-11-15,36705,394,22748
2024-11-16,25662,369,26152
2024-11-17,28510,226,12591
2024-11-18,17651,578,12742
2024-11-19,45998,209,6411
2024-11-20,33535,582,19466
2024-11-21,11640,184,32698
2024-11-22,49547,160,13475
2024-11-23,20317,332,34108
2024-11-24,12564,569,21824
2024-11-25,32345,243,8760
2024-11-26,33687,96,21166
2024-11-27,18737,391,34891
2024-11-28,14323,291,28180
2024-11-29,20229,571,19088
2024-11-30,49481,419,15525
2024-12-01,13502,180,11922
2024-12-02,5545,319,17282
2024-12-03,42114,110,37846
2024-12-04,34430,213,20361
2024-12-05,14996,574,32586
2024-12-06,32788,321,4637
2024-12-07,34969,182,16916
2024-12-08,18919,293,33926
2024-12-09,8810,483,22684
2024-12-10,35586,87,39772
2024-12-11,44974,368,19966
2024-12-12,46773,559,28035
2024-12-13,21371,425,13168
2024-12-14,34629,523,11475
2024-12-15,13436,108,30473
2024-12-16,17984,548,38166
2024-12-17,38039,267,37006
2024-12-18,24895,178,6466
2024-12-19,23155,432,24902
2024-12-20,15616,437,8363
2024-12-21,42129,134,38934
2024-12-22,44837,559,36547
2024-12-23,29574,486,5134
2024-12-24,8430,342,29402
2024-12-25,17676,98,30714
2024-12-26,15816,116,23073
2024-12-27,37733,178,17583
2024-12-28,25144,78,26756
2024-12-29,7050,392,22774
2024-12-30,49460,594,26634
2024-12-31,38933,168,34143
2025-01-01,29951,182,10249
2025-01-02,37413,376,34268
2025-01-03,39801,234,6796
2025-01-04,37913,555,21918
2025-01-05,45600,583,21564
2025-01-06,30280,290,33712
2025-01-07,29557,565,31786
2025-01-08,40400,214,18312
2025-01-09,9494,267,28973
2025-01-10,20152,54,16207
2025-01-11,28895,130,4446
2025-01-12,14155,296,3951
2025-01-13,36883,542,4717
2025-01-14,48194,435,14390
2025-01-15,48001,356,24194
2025-01-16,6828,592,18477
2025-01-17,46898,56,20980
2025-01-18,37123,564,33950
2025-01-19,42573,122,9594
2025-01-20,5806,59,22600
2025-01-21,45970,171,12098
2025-01-22,34757,562,14942
2025-01-23,39636,490,17012
2025-01-24,19561,87,33702
2025-01-25,29262,394,13346
2025-01-26,19899,387,17428
2025-01-27,20934,233,8755
2025-01-28,43197,116,9283
2025-01-29,46844,66,4337
2025-01-30,41332,432,23857
2025-01-31,39157,417,27936
2025-02-01,16593,365,30640
2025-02-02,45042,546,19214
2025-02-03,22320,394,29531
2025-02-04,32376,522,11013
2025-02-05,48513,164,38812
2025-02-06,19199,149,8018
2025-02-07,20876,487,21617
2025-02-08,13245,394,30868
2025-02-09,12214,398,34090
2025-02-10,5726,188,39809
2025-02-11,16362,373,4889
2025-02-12,23297,351,27060
2025-02-13,35448,343,13091
2025-02-14,31172,578,22039
2025-02-15,47874,341,6718
2025-02-16,12657,123,24919
2025-02-17,23850,533,12698
2025-02-18,30425,65,37398
2025-02-19,31685,575,24444
2025-02-20,29578,385,20375
2025-02-21,33831,565,9866
2025-02-22,12906,176,31544
2025-02-23,12287,567,7921
2025-02-24,38660,178,35759
2025-02-25,15222,560,25665
2025-02-26,42443,472,27942
2025-02-27,39701,434,9249
2025-02-28,22764,281,3793
2025-03-01,49641,244,30679
2025-03-02,22674,114,16993
2025-03-03,23024,326,36754
2025-03-04,28874,273,28533
2025-03-05,48642,327,6595
2025-03-06,37284,415,5256
2025-03-07,22602,565,15101
2025-03-08,42784,264,32408
2025-03-09,28265,488,33946
2025-03-10,30931,477,39944
2025-03-11,33841,445,10961
2025-03-12,34192,258,18416
2025-03-13,47520,550,11429
2025-03-14,20585,512,16783
2025-03-15,30559,276,27290
2025-03-16,45059,424,37500
2025-03-17,38742,549,36582
2025-03-18,9133,142,32285
2025-03-19,19663,509,4186
2025-03-20,26754,370,21609
2025-03-21,8972,59,12176
2025-03-22,10295,352,28373
2025-03-23,46873,371,34955
2025-03-24,34125,505,24557
2025-03-25,45996,327,31738
2025-03-26,14903,587,28119
2025-03-27,8020,442,19903
2025-03-28,46755,144,13738
2025-03-29,25420,156,8041
2025-03-30,26452,439,26254
2025-03-31,43001,575,12250
2025-04-01,14516,120,29812
2025-04-02,7396,425,28688
2025-04-03,23546,417,22790
2025-04-04,24129,100,3946
2025-04-05,6591,192,39798
2025-04-06,16303,468,11327
2025-04-07,35561,597,4136
2025-04-08,11183,549,34915
2025-04-09,31572,216,28938
2025-04-10,39080,309,3554
2025-04-11,25695,241,26421
2025-04-12,12314,251,16233
2025-04-13,24623,234,33893
2025-04-14,7139,207,39171
2025-04-15,36290,148,21638
2025-04-16,23088,290,3948
2025-04-17,44692,540,35702
2025-04-18,38130,251,27193
2025-04-19,37088,558,10207
2025-04-20,31292,145,12238
2025-04-21,25670,539,10419
2025-04-22,8738,267,23410
2025-04-23,7469,576,8956
2025-04-24,27534,322,17625
2025-04-25,14017,268,26753
2025-04-26,7808,381,10322
2025-04-27,17713,502,5614
2025-04-28,45329,201,28539
2025-04-29,7719,396,6271
2025-04-30,27890,463,12029
2025-05-01,16700,576,8678
2025-05-02,41509,480,22572
2025-05-03,47534,428,32095
2025-05-04,41766,477,18571
2025-05-05,31705,133,22718
2025-05-06,23787,241,18866
2025-05-07,31588,90,5198
2025-05-08,31123,358,12407
2025-05-09,38062,427,12072
2025-05-10,15177,185,20138
2025-05-11,26727,155,8217
2025-05-12,35220,568,34260
2025-05-13,14882,591,13411
2025-05-14,6136,175,36138
2025-05-15,39832,406,37500
2025-05-16,36966,449,8259
2025-05-17,12009,128,32584
2025-05-18,17987,438,17116
2025-05-19,42311,584,25783
2025-05-20,36575,123,24155
2025-05-21,6007,54,35389
2025-05-22,10445,512,36183
2025-05-23,15706,131,34048
2025-05-24,49486,586,35121
2025-05-25,34257,454,30541
2025-05-26,26736,563,39105
2025-05-27,47207,327,24642
2025-05-28,18281,273,37388
2025-05-29,6435,117,31920
2025-05-30,38339,369,34027
2025-05-31,40150,68,33480
2025-06-01,30821,392,10386
2025-06-02,31660,392,24480
2025-06-03,10084,146,6655
2025-06-04,21661,101,27868
2025-06-05,18507,224,34129
2025-06-06,12059,387,19463
2025-06-07,23271,402,33080
2025-06-08,12491,440,7308
2025-06-09,19859,164,21246
2025-06-10,13073,397,36386
2025-06-11,14077,50,14470
2025-06-12,25953,112,15188
2025-06-13,16383,275,13669
2025-06-14,7353,472,14443
2025-06-15,28821,68,22629
2025-06-16,42567,80,29954
2025-06-17,29860,73,10235
2025-06-18,26195,260,12914
2025-06-19,16939,210,31547
2025-06-20,30338,304,14593
2025-06-21,26730,163,30885
2025-06-22,26427,553,12291
2025-06-23,40196,269,7132
2025-06-24,32083,406,34683
2025-06-25,26510,218,3844
2025-06-26,49064,573,34869
2025-06-27,12813,291,34516
2025-06-28,36598,424,37411
2025-06-29,32570,188,37031
2025-06-30,32082,146,38702
2025-07-01,34241,196,25523
2025-07-02,35678,231,35983
2025-07-03,49569,106,7776
2025-07-04,16745,91,21724
2025-07-05,31029,592,17100
2025-07-06,18025,51,36884
2025-07-07,41124,337,16932
2025-07-08,19288,187,24718
2025-07-09,28650,561,22640
2025-07-10,11540,271,22560
2025-07-11,37232,380,9380
2025-07-12,21422,453,31829
2025-07-13,8342,557,32579
2025-07-14,46846,176,33200
2025-07-15,40612,314,22729
2025-07-16,15396,64,31537
2025-07-17,22482,275,27125
2025-07-18,28411,154,8655
2025-07-19,18261,542,5448
2025-07-20,8093,368,17185
2025-07-21,16722,268,20211
2025-07-22,27042,326,25280
2025-07-23,49413,390,36971
2025-07-24,33087,501,9798
2025-07-25,37347,418,20228
2025-07-26,38756,523,38739
2025-07-27,44214,239,37036
2025-07-28,21335,468,32309
2025-07-29,33602,544,7744
2025-07-30,39450,88,17548
2025-07-31,37196,211,6530
2025-08-01,10626,170,11995
2025-08-02,12424,448,27703
2025-08-03,17857,311,28527
2025-08-04,49923,178,38032
2025-08-05,24982,589,34430
2025-08-06,16425,405,3019
2025-08-07,6980,481,26241
2025-08-08,31431,114,10296
2025-08-09,24440,267,19333
2025-08-10,46752,476,21628
2025-08-11,22175,123,22367
2025-08-12,31385,509,14755
2025-08-13,43158,474,38493
2025-08-14,28019,241,24750
2025-08-15,23639,238,16025
2025-08-16,24994,61,7887
2025-08-17,39375,288,16658
2025-08-18,26563,502,8226
